id,name,url,slug,twitterUsername,isLive,createdAt,updatedAt
UCw1Sl_jFYRl2gbkBLp7w4lg,"Jim Rutt Show",https://www.youtube.com/channel/UCw1Sl_jFYRl2gbkBLp7w4lg,@jimruttshow8596,,true,2025-03-21T08:19:17.690Z,2025-03-21T08:19:17.690Z
UCSHZKyawb77ixDdsGog4iWA,"Lex Fridman",https://www.youtube.com/@lexfridman,@lexfridman,dcsan,true,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z
UCSI7h9hydQ40K5MJHnCrQvw,"No Priors",https://www.youtube.com/@NoPriorsPodcast,@nopriorspodcast,dcsan,true,2025-03-07T11:58:08.758Z,2025-03-07T11:58:08.758Z
UC6t1O76G0jYXOAoYCm153dA,"Lenny's Podcast",https://www.youtube.com/@LennysPodcast,@lennyspodcast,dcsan,true,2025-03-07T11:58:08.758Z,2025-03-07T11:58:08.758Z
UCd5sT2b1nnrRfansDRRxpeA,"Dialectic Podcast with Jackson Dahl",https://www.youtube.com/channel/UCd5sT2b1nnrRfansDRRxpeA,@dialectic,,true,2025-07-17T21:19:22.795Z,2025-07-17T21:19:22.795Z
UCMtFAi84ehTSYSE9XoHefig,"The Late Show with Stephen Colbert",https://www.youtube.com/channel/UCMtFAi84ehTSYSE9XoHefig,@colbertlateshow,,true,2025-07-20T04:07:35.137Z,2025-07-20T04:07:35.137Z
UCnxuOd8obvLLtf5_-YKFbiQ,"The Ezra Klein Show",https://www.youtube.com/channel/UCnxuOd8obvLLtf5_-YKFbiQ,@ezrakleinshow,,true,2025-07-19T18:02:18.237Z,2025-07-19T18:02:18.237Z
UCwWhs_6x42TyRM4Wstoq8HA,"The Daily Show",https://www.youtube.com/channel/UCwWhs_6x42TyRM4Wstoq8HA,@thedailyshow,,true,2025-07-20T03:40:01.312Z,2025-07-20T03:40:01.312Z
UC7YMZb0X_W06ToOazhFuXIQ,"404 Media",https://www.youtube.com/channel/UC7YMZb0X_W06ToOazhFuXIQ,@404mediaco,,true,2025-05-01T13:09:18.512Z,2025-05-01T13:09:18.512Z
UCqqjiYoD0nP1fR6vf5AcSfQ,"Amanpour and Company",https://www.youtube.com/channel/UCqqjiYoD0nP1fR6vf5AcSfQ,@amanpourandcompany,,true,2025-07-30T16:23:59.973Z,2025-07-30T16:23:59.973Z
UCPjNBjflYl0-HQtUvOx0Ibw,"Greg Isenberg",https://www.youtube.com/channel/UCPjNBjflYl0-HQtUvOx0Ibw,@gregisenberg,,true,2025-07-28T21:33:42.637Z,2025-07-28T21:33:42.637Z
